Package ,	License	,Source of License Information,	Comments,	License/Copyright Links/References
bridge-utils,GNU General Public License v2.0 or later,openhub.net,NA,https://www.openhub.net/p/bridge-utils
netcat,GNU General Public License v2.0 or later,openhub.net,NA,https://www.openhub.net/p/netcat
mesos,Apache License 2.0,openhub.net,NA,https://www.openhub.net/p/mesos
gtk-update-icon-cache  , Apache-2.0,Expat,LGPL-2+ or SWL,SWL,other,LGPL-2.1+,LGPL-2+ , Copyright_File     ,  LGPL-2+orSWL(gtk/gtktextdisplay.*,gtk/gtktextlayout.*),SWL(gtk/gtktexttag.*,gtk/gtktextmark.*,gtk/gtktextsegment.c,gtk/gtktextchild.c,gtk/gtktextchildprivate.h)"More_than_5_Files_for_this_license",Expat(gdk/broadway/rawinflate.min.js,debian/missing-sources/zlib.js-0.1.6),LGPL-2+(*,po/*,po-properties/*),Apache-2.0(debian/missing-sources/zlib.js-0.1.6/closure-primitives),LGPL-2.1+(gtk/gtkcomboboxtext.h,gtk/gtktoolpaletteprivate.h,gtk/gtktoolitemgroup.*,gtk/gtktoolpalette.c,gtk/gtkaboutdialog.h)"More_than_5_Files_for_this_license",other(gdk/win32/wintab.h,gdk/win32/pktdef.h), ,  NA 
ibverbs-providers  , CPL-1.0 or BSD-2-clause or GPL-2,BSD-3-clause or GPL-2,BSD-2-clause or GPL-2,GPL-2 or BSD-3-clause,GPL-2 or BSD-2-clause,CC0,BSD-2-clause,GPL-2+,BSD-MIT or GPL-2 , Copyright_File     ,  CPL-1.0orBSD-2-clauseorGPL-2(srp_daemon/srp_daemon.1.in),BSD-MIT(ibacm/*,librdmacm/examples/cmtime.c,librdmacm/examples/rcopy.c,librdmacm/examples/rdma_client.c,librdmacm/examples/rdma_server.c)"More_than_5_Files_for_this_license",GPL-2(kernel-headers/rdma/rdma_netlink.h,redhat/*),GPL-2+(debian/*),BSD-2-clauseorGPL-2(providers/bnxt_re/*,providers/ocrdma/*,providers/vmw_pvrdma/*),BSD-3-clauseorGPL-2(providers/hfi1verbs/*),GPL-2orBSD-3-clause(kernel-headers/rdma/hfi/*),GPL-2orBSD-2-clause(kernel-headers/*),BSD-MITorGPL-2(*,CMakeLists.txt,buildlib/*,ibacm/CMakeLists.txt,ibacm/ibacm_hosts.data)"More_than_5_Files_for_this_license",MIT(ccan/list.*),BSD-2-clause(buildlib/fixup-include/stdatomic.h,ibacm/man/*,ibacm/ibacm.init.in,libibumad/man/*,libibverbs/man/*)"More_than_5_Files_for_this_license",CC0(ccan/*), ,  NA 
libaacs0  , LGPL-2.1+ , Copyright_File     ,  LGPL-2.1+(*,debian/*), ,  NA 
libavcodec-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavcodec57  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavformat-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavformat57  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavresample-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavresample3  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavutil-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libavutil55  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libbdplus0  , public-domain,LGPL-2.1+ , Copyright_File     ,  public-domain(src/libbdplus/bdsvm/sha1.*),LGPL-2.1+(*,debian/*), ,  NA 
libbluray2  , MPL-1.0 or GPL-2+ or LGPL-2.1+,BSD-3-clause,GPL-2+,custom,LGPL-2.1+ , Copyright_File     ,  GPL-2+(m4/attributes.m4,m4/pkg.m4,player_wrappers/*,src/devtools/bdj_test.c),custom(doxygen-include.am,m4/ax_prog_doxygen.m4),LGPL-2.1+(*,contrib/libudfread/src/*,debian/*),MPL-1.0orGPL-2+orLGPL-2.1+(jni/*),BSD-3-clause(contrib/asm/*), ,  NA 
libcharls1  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libchromaprint1  , LGPL-2.1+,BSD-3-clause,Expat , Copyright_File     ,  Expat(*),LGPL-2.1+(src/avresample/avcodec.h,src/avresample/resample2.c,debian/*),BSD-3-clause(vendor/*), ,  NA 
libegl1  , BSD-1-clause,GPL-3+,public-domain,MIT , Copyright_File     ,  public-domain(m4/ax_check_enable_debug.m4),GPL-3+(m4/ax_check_link_flag.m4,m4/ax_pthread.m4),MIT(*,include/c99_compat.h,include/glvnd_list.h,include/KHR/khrplatform.h,include/GL/glxext.h)"More_than_5_Files_for_this_license",BSD-1-clause(src/util/uthash/*), ,  NA 
libexif-doc  , GPL-2+,BSD-2-Clause and LGPL-2.1+,LGPL-2.1+ , Copyright_File     ,  BSD-2-ClauseandLGPL-2.1+(po/pt_BR.po),GPL-2+(debian/*),LGPL-2.1+(*,libexif/exif-data.c,libexif/exif-tag.c,libexif/exif-entry.c,libexif/*.h)"More_than_5_Files_for_this_license", ,  NA 
libgdcm2-dev  , socketxx,public-domain,BSD-4-clause,Zlib,BSD-3-clause-alike-Theodore-Ts,BSL,BSD-2-clause,zlib/libpng,gdcmjpeg,Expat,BSD-3-clause-alike-Jan-de-Vaan,BSD-3-clause-alike-Alexander-Chemeris,BSD-3-clause-alike-Mathieu-Malaterre,LGPL-2+,Apache-2.0,BSD-3-clause-alike-CREATIS , Copyright_File     ,  BSD-4-clause(Utilities/getopt/*),BSL(Utilities/gdcmutfcpp/*),zlib/libpng(Utilities/gdcmmd5/md5main.c,Utilities/gdcmmd5/md5.c,Utilities/gdcmmd5/md5.h),Expat(Utilities/gdcmexpat/*),LGPL-2+(Files:Examples/Csharp/MpegVideoInfo.cs),public-domain(Utilities/pvrg/*),Apache-2.0(Files:Source/MediaStorageAndFileFormat/gdcmStreamImageReader.cxx,Source/MediaStorageAndFileFormat/gdcmStreamImageReader.h,Source/MediaStorageAndFileFormat/gdcmStreamImageWriter.h,Source/MediaStorageAndFileFormat/gdcmStreamImageWriter.cxx,Source/MessageExchangeDefinition/gdcmULActionAE.cxx)"More_than_5_Files_for_this_license",Zlib(Utilities/gdcmzlib/*),gdcmjpeg(Utilities/gdcmjpeg/*),socketxx(Utilities/socketxx/*),BSD-3-clause-alike-Alexander-Chemeris(Utilities/C99/*),BSD-3-clause-alike-CREATIS(*),BSD-3-clause-alike-Theodore-Ts(Utilities/gdcmuuid/*),BSD-3-clause-alike-Mathieu-Malaterre(CMake/*.cmake),BSD-2-clause(Utilities/gdcmopenjpeg/*),BSD-3-clause-alike-Jan-de-Vaan(Utilities/gdcmcharls/jpegimagedatasegment.h,Utilities/gdcmcharls/jpegmarkersegment.cpp,Utilities/gdcmcharls/jpegmarkersegment.h,Utilities/gdcmcharls/jpegsegment.h,Utilities/gdcmcharls/jpegstreamwriter.cpp)"More_than_5_Files_for_this_license", ,  NA 
libgdcm2.8  , socketxx,public-domain,BSD-4-clause,Zlib,BSD-3-clause-alike-Theodore-Ts,BSL,BSD-2-clause,zlib/libpng,gdcmjpeg,Expat,BSD-3-clause-alike-Jan-de-Vaan,BSD-3-clause-alike-Alexander-Chemeris,BSD-3-clause-alike-Mathieu-Malaterre,LGPL-2+,Apache-2.0,BSD-3-clause-alike-CREATIS , Copyright_File     ,  BSD-4-clause(Utilities/getopt/*),BSL(Utilities/gdcmutfcpp/*),zlib/libpng(Utilities/gdcmmd5/md5main.c,Utilities/gdcmmd5/md5.c,Utilities/gdcmmd5/md5.h),Expat(Utilities/gdcmexpat/*),LGPL-2+(Files:Examples/Csharp/MpegVideoInfo.cs),public-domain(Utilities/pvrg/*),Apache-2.0(Files:Source/MediaStorageAndFileFormat/gdcmStreamImageReader.cxx,Source/MediaStorageAndFileFormat/gdcmStreamImageReader.h,Source/MediaStorageAndFileFormat/gdcmStreamImageWriter.h,Source/MediaStorageAndFileFormat/gdcmStreamImageWriter.cxx,Source/MessageExchangeDefinition/gdcmULActionAE.cxx)"More_than_5_Files_for_this_license",Zlib(Utilities/gdcmzlib/*),gdcmjpeg(Utilities/gdcmjpeg/*),socketxx(Utilities/socketxx/*),BSD-3-clause-alike-Alexander-Chemeris(Utilities/C99/*),BSD-3-clause-alike-CREATIS(*),BSD-3-clause-alike-Theodore-Ts(Utilities/gdcmuuid/*),BSD-3-clause-alike-Mathieu-Malaterre(CMake/*.cmake),BSD-2-clause(Utilities/gdcmopenjpeg/*),BSD-3-clause-alike-Jan-de-Vaan(Utilities/gdcmcharls/jpegimagedatasegment.h,Utilities/gdcmcharls/jpegmarkersegment.cpp,Utilities/gdcmcharls/jpegmarkersegment.h,Utilities/gdcmcharls/jpegsegment.h,Utilities/gdcmcharls/jpegstreamwriter.cpp)"More_than_5_Files_for_this_license", ,  NA 
libgdk-pixbuf2.0-bin  , MPL-1.1-or-LGPL-2+,LGPL-2+ , Copyright_File     ,  LGPL-2+(*),GPL-2+(tests/*,gdk-pixbuf/test-gdk-pixbuf.c),MPL-1.1-or-LGPL-2+(contrib/gdk-pixbuf-xlib/gdk-pixbuf-xlibrgb.[ch]:), ,  NA 
libgl2ps1.4  , GPL-2+ or GL2PS-2+ , Copyright_File     ,  GPL-2+orGL2PS-2+(*), ,  NA 
